unit_base,unit_awake,mat_1,mat_1_num,mat_2,mat_2_num,mat_3,mat_3_num,mat_4,mat_4_num,mat_5,mat_5_num
hou_yi-5,hou_yi-6,little_humpty,1,arthur-4,1,freyr-4,1,kama-4,1,sun_wukong-5,1
chu_huai_wang-5,chu_huai_wang-6,little_humpty,1,arthur-4,1,freyr-4,1,kama-4,1,sun_wukong-5,1
wu_gang-5,wu_gang-6,little_humpty,1,musashi_miyamoto-4,1,shiva-4,1,benkei_musashibo-5,1,zhongli_quan-5,1
yuan_shao-5,yuan_shao-6,little_humpty,1,azazel-4,1,grimm-4,1,ox-head_horse-face-5,1,ji_chang-5,1
xiaoxiu-5,xiaoxiu-6,little_humpty,1,grimm-4,1,g-star_children-5,1,shoki-4,1,tiamat-5,1
mecha_nian_beast-5,mecha_nian_beast-6,little_humpty,1,typhon-5,1,kali-5,1,delphyne-5,1,lan_caihe-5,1
krampus-5,krampus-6,little_humpty,1,jeanne-4,1,grimm-4,1,shakespeare-5,1,colossus-5,1
cheer_kafka-5,cheer_kafka-6,little_humpty,1,beelzebub-5,1,delphyne-5,1,wakahirume-5,1,cheecat,1
travel_columbus-5,travel_columbus-6,little_humpty,1,louis_xvi-5,1,dong_zhuo-5,1,hanbei_takenaka-5,1,columbus-5,1
hw_tom_sawyer-5,hw_tom_sawyer-6,little_humpty,3,blue_rabbit,3,blue_caterpillar,3,blue_hatter,3,deep_sea_turtle,3
halloween_silvia-5,halloween_silvia-6,little_humpty,3,yellow_rabbit,3,yellow_caterpillar,3,yellow_hatter,3,dynamo_dormouse,3
miku_lucifer-5,miku_lucifer-6,little_humpty,1,hatsune_miku_v3-5,1,miku_shikibu-5,1,rin_inaba-5,1,kaito_hamelin-5,1
crazed_cat-5,crazed_cat-6,little_humpty,1,valkyrie_cat-4,2,bahamut_cat-5,2,n/a,0,n/a,0
tos_lucifer-5,tos_lucifer-6,little_humpty,1,circe,2,endor,3,n/a,0,n/a,0
iori_yagami-5,iori_yagami-6,little_humpty,1,amaterasu-4,1,gareth-4,1,kali-5,1,chris-5,1
celebration_miku-5,celebration_miku-6,little_humpty,3,n/a,0,n/a,0,n/a,0,n/a,0
bonanza_luka-5,bonanza_luka-6,flaming_dodo,1,red_hatter,3,n/a,0,n/a,0,n/a,0
staphylococcus_aureus-5,staphylococcus_aureus-6,dynamo_dormouse,2,yellow_hatter,3,n/a,0,n/a,0,n/a,0
kitamura_motoyasu-5,kitamura_motoyasu-6,flaming_dodo,2,red_hatter,3,n/a,0,n/a,0,n/a,0
candy_witch-5,candy_witch-6,flaming_dodo,2,red_hatter,3,n/a,0,n/a,0,n/a,0
kamijou_touma-5,kamijou_touma-6,deep_sea_turtle,2,blue_hatter,3,n/a,0,n/a,0,n/a,0
misaka_10046-5,misaka_10046-6,little_humpty,2,flaming_dodo,3,n/a,0,n/a,0,n/a,0
origami_tobiichi-5,origami_tobiichi-6,dynamo_dormouse,2,yellow_hatter,3,n/a,0,n/a,0,n/a,0
origami_tobiichi-5,origami_tobiichi-ua,shido,1,n/a,0,n/a,0,n/a,0,n/a,0
origami_tobiichi-6,origami_tobiichi-ua,shido,1,n/a,0,n/a,0,n/a,0,n/a,0
origami_tobiichi-ua,origami_tobiichi-6,dynamo_dormouse,1,n/a,0,n/a,0,n/a,0,n/a,0
techno_pop_luka-5,techno_pop_luka-6,flaming_dodo,2,red_hatter,3,n/a,0,n/a,0,n/a,0
classical_kaito-5,classical_kaito-6,deep_sea_turtle,2,blue_hatter,3,n/a,0,n/a,0,n/a,0
troy-5,troy-6,little_humpty,1,red_rabbit,1,red_caterpillar,1,red_hatter,1,n/a,0
magallanica-5,magallanica-6,little_humpty,1,green_rabbit,1,green_caterpillar,1,green_hatter,1,n/a,0
nessebar-5,nessebar-6,little_humpty,1,blue_rabbit,1,blue_caterpillar,1,blue_hatter,1,n/a,0
lemuria-5,lemuria-6,little_humpty,1,yellow_rabbit,1,yellow_caterpillar,1,yellow_hatter,1,n/a,0
star_piece,xmas_date_arsene_lupin,ornament,30,n/a,0,n/a,0,n/a,0,n/a,0
star_piece,xmas_date_qilin,ornament,30,n/a,0,n/a,0,n/a,0,n/a,0
star_piece,xmas_date_odin,ornament,30,n/a,0,n/a,0,n/a,0,n/a,0
star_piece,xmas_date_nobunaga_oda,ornament,30,n/a,0,n/a,0,n/a,0,n/a,0
private_clothes_emilia-5,private_clothes_emilia-6,blue_ice_crystal,30,little_humpty,1,n/a,0,n/a,0,n/a,0
iwatani_naofumi-5,iwatani_naofumi-red,skill_tree,1,flaming_dodo,2,red_hatter,2,n/a,0,n/a,0
iwatani_naofumi-5,iwatani_naofumi-green,skill_tree,1,thousand_gales_griffon,2,green_hatter,2,n/a,0,n/a,0
iwatani_naofumi-5,iwatani_naofumi-blue,deep_sea_turtle,2,blue_hatter,3,n/a,0,n/a,0,n/a,0
iwatani_naofumi-5,iwatani_naofumi-yellow,skill_tree,1,dynamo_dormouse,2,yellow_hatter,2,n/a,0,n/a,0
iwatani_naofumi-red,iwatani_naofumi-green,skill_tree,1,n/a,0,n/a,0,n/a,0,n/a,0
iwatani_naofumi-red,iwatani_naofumi-blue,skill_tree,1,n/a,0,n/a,0,n/a,0,n/a,0
iwatani_naofumi-red,iwatani_naofumi-yellow,skill_tree,1,n/a,0,n/a,0,n/a,0,n/a,0
iwatani_naofumi-green,iwatani_naofumi-red,skill_tree,1,n/a,0,n/a,0,n/a,0,n/a,0
iwatani_naofumi-green,iwatani_naofumi-blue,skill_tree,1,n/a,0,n/a,0,n/a,0,n/a,0
iwatani_naofumi-green,iwatani_naofumi-yellow,skill_tree,1,n/a,0,n/a,0,n/a,0,n/a,0
iwatani_naofumi-blue,iwatani_naofumi-red,skill_tree,1,n/a,0,n/a,0,n/a,0,n/a,0
iwatani_naofumi-blue,iwatani_naofumi-green,skill_tree,1,n/a,0,n/a,0,n/a,0,n/a,0
iwatani_naofumi-blue,iwatani_naofumi-yellow,skill_tree,1,n/a,0,n/a,0,n/a,0,n/a,0
iwatani_naofumi-yellow,iwatani_naofumi-red,skill_tree,1,n/a,0,n/a,0,n/a,0,n/a,0
iwatani_naofumi-yellow,iwatani_naofumi-green,skill_tree,1,n/a,0,n/a,0,n/a,0,n/a,0
iwatani_naofumi-yellow,iwatani_naofumi-blue,skill_tree,1,n/a,0,n/a,0,n/a,0,n/a,0
jiaolong-6,jiaolong-uua,magic_dragon_spirit_core,1,jeanne-4,5,freyr-4,5,deep_sea_turtle,5,little_humpty,3
jiaolong-ua,jiaolong-uua,magic_dragon_spirit_core,1,jeanne-4,5,freyr-4,5,deep_sea_turtle,5,little_humpty,3
fahai-6,fahai-ua,sarira,1,shingen_takeda-5,5,benkei_musashibo-5,5,dynamo_dormouse,5,little_humpty,3
palais-5,palais-6,dynamo_dormouse,2,yellow_hatter,3,n/a,0,n/a,0,n/a,0
fude_zhengshen_2019-5,fude_zhengshen_2019-6,little_humpty,1,grimm-4,1,shoki-4,1,ox-head_horse-face-5,1,cao_guojiu-5,1
amaterasu-4,amaterasu-5,red_caterpillar,2,red_hatter,3,n/a,0,n/a,0,n/a,0
amaterasu-5,amaterasu-6,red_caterpillar,1,red_hatter,1,flaming_dodo,1,little_humpty,1,n/a,0
amaterasu-5,amaterasu-ua,shingen_takeda-5,1,reflect_mirror-4,3,serket-4,3,n/a,0,n/a,0
amaterasu-6,amaterasu-ua,reflect_mirror-4,2,serket-4,2,n/a,0,n/a,0,n/a,0
amaterasu-ua,amaterasu-6,red_rabbit,1,red_caterpillar,1,red_hatter,1,n/a,0,n/a,0
azazel-4,azazel-5,ashley-3,1,woolfe-4,1,thousand_gales_griffon,3,n/a,0,n/a,0
azazel-5,azazel-6,green_caterpillar,1,green_hatter,1,thousand_gales_griffon,1,little_humpty,1,n/a,0
azazel-5,azazel-ua,haydn_ogre-4,3,phoenix-4,3,beelzebub-5,1,n/a,0,n/a,0
azazel-6,azazel-ua,haydn_ogre-4,2,phoenix-4,2,n/a,0,n/a,0,n/a,0
azazel-ua,azazel-6,green_caterpillar,1,green_hatter,1,thousand_gales_griffon,1,n/a,0,n/a,0
jeanne-4,jeanne-5,blue-hatter,1,archelon-4,1,archelon-4,1,leedsichthys-4,1,leedsichthys-4,1
jeanne-5,jeanne-6,blue_caterpillar,1,blue_hatter,1,deep_sea_turtle,1,little_humpty,1,n/a,0
jeanne-5,jeanne-ua,tiamat-5,1,unicorn-3,3,silvere-4,3,n/a,0,n/a,0
jeanne-6,jeanne-ua,unicorn-3,2,silvere-4,2,n/a,0,n/a,0,n/a,0
jeanne-ua,jeanne-6,blue_rabbit,1,blue_caterpillar,1,blue_hatter,1,n/a,0,n/a,0
musashi_miyamoto-4,musashi_miyamoto-5,yellow_hatter,1,anomalocaris-4,1,anomalocaris-4,1,kaede-4,1,kaede-4,1
musashi_miyamoto-5,musashi_miyamoto-6,yellow_caterpillar,1,yellow_hatter,1,dynamo_dormouse,1,little_humpty,1,n/a,0
musashi_miyamoto-5,musashi_miyamoto-ua,typhon-5,1,nue-3,3,ranmaru_mori-4,3,n/a,0,n/a,0
musashi_miyamoto-6,musashi_miyamoto-ua,nue-3,2,ranmaru_mori-4,2,n/a,0,n/a,0,n/a,0
musashi_miyamoto-ua,musashi_miyamoto-6,yellow_rabbit,1,yellow_caterpillar,1,yellow_hatter,1,n/a,0,n/a,0
oz-4,oz-5,green_hatter,1,lessa_gigan-4,1,lessa_gigan-4,1,yuzuru-4,1,yuzuru-4,1
oz-5,oz-6,green_caterpillar,1,green_hatter,1,thousand_gales_griffon,1,little_humpty,1,n/a,0
oz-5,oz-ua,chika-3,3,shoki-4,1,land_dragon-4,3,n/a,0,n/a,0
oz-6,oz-ua,chika-3,2,land_dragon-4,2,n/a,0,n/a,0,n/a,0
oz-ua,oz-6,green_rabbit,1,green_caterpillar,1,green_hatter,1,n/a,0,n/a,0
arthur-4,arthur-5,red_hatter,1,ezo-4,1,ezo-4,1,sugaru-4,1,sugaru-4,1
arthur-5,arthur-6,red_caterpillar,1,red_hatter,1,flaming_dodo,1,little_humpty,1,n/a,0
arthur-5,arthur-ua,hydra-3,3,kama-4,1,phoenix-4,3,n/a,0,n/a,0
arthur-6,arthur-ua,hydra-3,2,phoenix-4,2,n/a,0,n/a,0,n/a,0
arthur-ua,arthur-6,red_rabbit,1,red_caterpillar,1,red_hatter,1,n/a,0,n/a,0
grimm-4,grimm-5,green_hatter,1,terabell-4,1,terabell-4,1,haydn_ogre-4,1,haydn_ogre-4,1
grimm-5,grimm-6,green_caterpillar,1,green_hatter,1,thousand_gales_griffon,1,little_humpty,1,n/a,0
grimm-5,grimm-ua,amaterasu-4,1,nasu_no_yoichi-4,3,pazuzu-4,3,n/a,0,n/a,0
grimm-6,grimm-ua,nasu_no_yoichi-4,2,pazuzu-4,2,n/a,0,n/a,0,n/a,0
grimm-ua,grimm-6,green_caterpillar,1,green_hatter,1,thousand_gales_griffon,1,n/a,0,n/a,0
g-star_children-4,g-star_children-5,yellow_hatter,1,chiemi-3,1,chiemi-3,1,sugarful-4,1,sugarful-4,1
g-star_children-5,g-star_children-6,yellow_caterpillar,1,yellow_hatter,1,dynamo_dormouse,1,little_humpty,1,n/a,0
g-star_children-5,g-star_children-ua,misako-3,3,serket-4,3,benkei_musashibo-5,1,n/a,0,n/a,0
g-star_children-6,g-star_children-ua,misako-3,2,serket-4,2,n/a,0,n/a,0,n/a,0
g-star_children-ua,g-star_children-6,yellow_caterpillar,1,yellow_hatter,1,dynamo_dormouse,1,n/a,0,n/a,0
hugin_munin-4,hugin_munin-5,blue_hatter,1,rahu-3,3,leedsichthys-4,2,n/a,0,n/a,0
hugin_munin-5,hugin_munin-6,blue_caterpillar,1,blue_hatter,1,deep_sea_turtle,1,little_humpty,1,n/a,0
freyr-4,freyr-5,red_hatter,1,megalodon-4,2,byggvir_beyla-4,2,n/a,0,n/a,0
freyr-5,freyr-6,little_humpty,1,red_caterpillar,1,red_hatter,1,flaming_dodo,1,n/a,0
yomi-4,yomi-5,yellow_hatter,1,hook-4,2,yuki-onna-4,2,n/a,0,n/a,0
yomi-5,yomi-6,little_humpty,1,yellow_caterpillar,1,yellow_hatter,1,dynamo_dormouse,1,n/a,0
shoki-4,shoki-5,green_hatter,1,yuki-onna-4,2,yuuya-4,3,n/a,0,n/a,0
shoki-5,shoki-6,green_caterpillar,1,little_humpty,1,green_hatter,1,thousand_gales_griffon,1,n/a,0
shiva-4,shiva-5,blue_hatter,1,lilian_blue-3,2,parvati-4,2,n/a,0,n/a,0
shiva-5,shiva-6,little_humpty,1,blue_rabbit,1,blue_caterpillar,1,blue_hatter,1,n/a,0
kama-4,kama-5,red_hatter,1,parvati-4,2,ananta-4,2,n/a,0,n/a,0
kama-5,kama-6,little_humpty,1,red_rabbit,1,red_caterpillar,1,red_hatter,1,n/a,0
gareth-4,gareth-5,green_hatter,1,lionel-4,2,land_dragon-4,2,n/a,0,n/a,0
gareth-5,gareth-6,little_humpty,1,green_caterpillar,1,green_hatter,1,thousand_gales_griffon,1,n/a,0
shingen_takeda-5,shingen_takeda-6,kanetsugu_naoe-4,3,ranmaru_mori-4,2,little_humpty,1,n/a,0,n/a,0
beelzebub-5,beelzebub-6,little_humpty,1,phoenix-4,2,siren-4,3,n/a,0,n/a,0
xena-5,xena-6,little_humpty,1,reflect_mirror-4,3,mr_whale-4,2,n/a,0,n/a,0
typhon-5,typhon-6,yellow_hatter,1,orthrus-4,3,rodan-4,2,little_humpty,1,n/a,0
louis_xvi-5,louis_xvi-6,little_humpty,1,red_hatter,1,nelson-4,3,versailles-4,2,n/a,0
osiris-5,osiris-6,little_humpty,1,ahemait-4,3,serket-4,2,green_hatter,1,n/a,0
benkei_musashibo-5,benkei_musashibo-6,little_humpty,1,yellow_hatter,1,shizuka_gozen-4,3,nasu_no_yoichi-4,2,n/a,0
tiamat-5,tiamat-6,little_humpty,1,pazuzu-4,3,humbaba-4,2,blue_hatter,1,n/a,0
michelangelo-5,michelangelo-6,yuki-onna-4,1,green_caterpillar,1,green_hatter,1,little_humpty,1,n/a,0
atlas-5,atlas-6,rodan-4,1,green_caterpillar,1,green_hatter,1,little_humpty,1,n/a,0
colchis-5,colchis-6,sugarful-4,1,blue_caterpillar,1,blue_hatter,1,little_humpty,1,n/a,0
lupica-5,lupica-6,little_humpty,1,yellow_hatter,1,merksha-4,3,ja_ridalsa-4,2,n/a,0
eris-5,eris-6,little_humpty,1,red_caterpillar,1,red_hatter,1,iria-4,1,n/a,0
cascade-5,cascade-6,little_humpty,1,yellow_caterpillar,1,yellow_hatter,1,yuuya-4,1,n/a,0
dong_zhuo-5,dong_zhuo-6,little_humpty,1,kaede-4,3,red_hare-4,2,green_hatter,1,n/a,0
diaochan-5,diaochan-6,little_humpty,1,merksha-4,3,red_hare-4,2,yellow_hatter,1,n/a,0
athena-5,athena-6,little_humpty,1,silvere-4,1,yellow_caterpillar,1,yellow_hatter,1,n/a,0
kali-5,kali-6,little_humpty,1,ananta-4,2,vritra-4,3,red_hatter,1,n/a,0
brahma-5,brahma-6,little_humpty,1,witch_octopus-4,2,vritra-4,3,blue_hatter,1,n/a,0
uranus-5,uranus-6,little_humpty,1,ja_ridalsa-4,3,cyclops-4,2,red_hatter,1,n/a,0
delphyne-5,delphyne-6,little_humpty,1,land_dragon-4,3,cyclops-4,2,green_hatter,1,n/a,0
osamu_dazai-5,osamu_dazai-6,little_humpty,1,parvati-4,3,motojiro_kajii-4,2,blue_hatter,1,n/a,0
shakespeare-5,shakespeare-6,little_humpty,1,gael-4,3,motojiro_kajii-4,2,yellow_hatter,1,n/a,0
hanbei_takenaka-5,hanbei_takenaka-6,little_humpty,1,pazuzu-4,3,sen_no_rikyu-4,2,blue_hatter,1,n/a,0
hel-5,hel-6,little_humpty,1,urashima-4,3,gjallarhorn-4,2,yellow_hatter,1,n/a,0
wakahirume-5,wakahirume-6,little_humpty,1,lindworm-3,3,auri-4,2,green_hatter,1,n/a,0
jekyll_hyde-5,jekyll_hyde-6,little_humpty,1,witch_octopus-4,3,three_piggies-4,2,red_hatter,1,n/a,0
hanzo_hattori-5,hanzo_hattori-6,little_humpty,1,sugarful-4,3,sen_no_rikyu-4,2,green_hatter,1,n/a,0
zenobia-5,zenobia-6,little_humpty,1,pazuzu-4,3,sparta-4,2,green_hatter,1,n/a,0
fiend_w_20_faces-5,fiend_w_20_faces-6,little_humpty,1,rahu-3,2,misako-3,3,blue_hatter,1,n/a,0
jiaolong-5,jiaolong-6,little_humpty,1,rahu-3,3,leedsichthys-4,2,n/a,0,n/a,0
jiaolong-5,jiaolong-ua,shiva-4,1,rahu-3,3,leedsichthys-4,3,n/a,0,n/a,0
jiaolong-6,jiaolong-ua,shiva-4,1,leedsichthys-4,2,n/a,0,n/a,0,n/a,0
jiaolong-ua,jiaolong-6,blue_rabbit,1,blue_caterpillar,1,blue_hatter,1,n/a,0,n/a,0
sun_wukong-5,sun_wukong-6,little_humpty,1,red_caterpillar,1,red_hatter,1,misako-3,1,lionel-4,1
sun_wukong-5,sun_wukong-ua,freyr-4,1,misako-3,3,megalodon-4,3,n/a,0,n/a,0
sun_wukong-6,sun_wukong-ua,freyr-4,1,megalodon-4,2,n/a,0,n/a,0,n/a,0
sun_wukong-ua,sun_wukong-6,red_rabbit,1,red_caterpillar,1,red_hatter,1,n/a,0,n/a,0
yue_lao-5,yue_lao-6,little_humpty,1,mikado-4,3,yuuya-4,2,yellow_hatter,1,n/a,0
yue_lao-5,yue_lao-ua,mikado-4,3,yuuya-4,3,typhon-5,1,n/a,0,n/a,0
yue_lao-6,yue_lao-ua,mikado-4,2,typhon-5,1,n/a,0,n/a,0,n/a,0
yue_lao-ua,yue_lao-6,yellow_rabbit,1,yellow_caterpillar,1,yellow_hatter,1,n/a,0,n/a,0
ox-head_horse-face-5,ox-head_horse-face-6,little_humpty,1,lessa_gigan-4,3,kanetsugu_naoe-4,2,green_hatter,1,n/a,0
lan_caihe-5,lan_caihe-6,little_humpty,1,yuki-onna-4,1,merksha-4,1,blue_caterpillar,1,blue_hatter,1
zhang_guolao-5,zhang_guolao-6,little_humpty,1,yellow_caterpillar,1,yellow_hatter,1,versailles-4,1,humbaba-4,1
cao_guojiu-5,cao_guojiu-6,little_humpty,1,woolfe-4,2,nasu_no_yoichi,3,green_hatter,1,n/a,0
zhongli_quan-5,zhongli_quan-6,little_humpty,1,misako-3,3,land_dragon-4,2,red_hatter,1,n/a,0
hong_gui-5,hong_gui-6,little_humpty,1,reflect_mirror-4,1,serket-4,1,red_caterpillar,1,red_hatter,1
ji_chang-5,ji_chang-6,little_humpty,1,iria-4,1,shizuka_gozen-4,1,red_caterpillar,1,red_hatter,1
naga-5,naga-6,little_humpty,1,chika-3,2,haydn_ogre-4,1,green_caterpillar,1,green_hatter,1
hellsing-5,hellsing-6,little_humpty,1,gael-4,1,hook-4,2,yellow_caterpillar,1,yellow_hatter,1
antoine-5,antoine-6,little_humpty,1,blue_hatter,1,reflect_mirror-4,2,gjallarhorn-4,3,n/a,0
colossus-5,colossus-6,little_humpty,1,urashima-4,2,orthrus-4,2,red_hatter,1,n/a,0
nightgaunt-5,nightgaunt-6,little_humpty,1,yuzuru-4,3,vritra-4,2,blue_hatter,1,n/a,0
mongryeong-5,mongryeong-6,little_humpty,1,fernyiges-3,3,woolfe-4,2,green_hatter,1,n/a,0
jeon_woochi-5,jeon_woochi-6,little_humpty,1,witch_octopus-4,2,phoenix-4,3,red_hatter,1,n/a,0
hongryeon-5,hongryeon-6,little_humpty,1,hook-4,2,humbaba-4,2,yellow_caterpillar,1,yellow_hatter,1
gyebaek-5,gyebaek-6,little_humpty,1,leedsichthys-4,3,parvati-4,2,blue_hatter,1,n/a,0
paper-5,paper-6,little_humpty,1,unicorn-3,2,archelon-4,3,green_hatter,1,n/a,0
movable_type-5,movable_type-6,little_humpty,1,fernyiges-3,3,mikado-4,2,yellow_hatter,1,n/a,0
gunpowder-5,gunpowder-6,little_humpty,1,misako-3,2,megalodon-4,3,red_hatter,1,n/a,0
compass-5,compass-6,little_humpty,1,parvati-4,3,siren-4,2,blue_hatter,1,n/a,0
kanbei-3,kanbei-4,kanbei-3,1,kanbei-3,1,kanbei-3,1,n/a,0,n/a,0
kanbei-4,kanbei-5,kanbei-4,60,n/a,0,n/a,0,n/a,0,n/a,0
kanbei-5,kanbei-6,little_humpty,1,kanbei-5,10,kanbei-5,10,kanbei-5,10,n/a,0
hikoboshi-5,hikoboshi-6,little_humpty,1,mikado-4,1,reflect_mirror-4,1,green_hatter,1,n/a,0
summer_qilin-5,summer_qilin-6,little_humpty,1,red_hatter,1,witch_octopus-4,1,urashima-4,1,n/a,0
dolce-5,dolce-6,little_humpty,1,nue-3,2,hook-4,3,yellow_hatter,1,n/a,0
spur-5,spur-6,little_humpty,1,leedsichthys-4,3,siren-4,2,blue_hatter,1,n/a,0
paula_danny-5,paula_danny-6,little_humpty,1,lisa-3,2,sugarful-4,3,red_hatter,1,n/a,0
totori-5,totori-6,little_humpty,1,orthrus-4,2,phoenix-4,3,red_hatter,1,n/a,0
white_day_grimm-5,white_day_grimm-6,little_humpty,1,rodan-4,2,lionel-4,3,yellow_hatter,1,n/a,0
yoshino-5,yoshino-6,little_humpty,1,nelson-4,3,sen_no_rikyu-4,2,blue_hatter,1,n/a,0
skulz-5,skulz-6,little_humpty,1,pazuzu-4,3,auri-4,2,green_hatter,1,n/a,0
hellraiser-5,hellraiser-6,little_humpty,1,byggvir_beyla-4,2,reflect_mirror-4,3,red_hatter,1,n/a,0
bride_amaterasu-6,bride_amaterasu-ua,true_wedding_ring,1,n/a,0,n/a,0,n/a,0,n/a,0
bride_amaterasu-ua,bride_amaterasu-6,green_hatter,1,n/a,0,n/a,0,n/a,0,n/a,0
garnet-6,garnet-ua,true_wedding_ring,1,n/a,0,n/a,0,n/a,0,n/a,0
garnet-ua,garnet-6,red_hatter,1,n/a,0,n/a,0,n/a,0,n/a,0
miracle_happy-5,miracle_happy-6,melissa-3,2,morris-3,2,nimda-3,2,n/a,0,n/a,0
erwin-5,erwin-6,little_humpty,1,byggvir_beyla-4,2,pazuzu-4,3,red_hatter,1,n/a,0
phi-5,phi-6,little_humpty,1,fernyiges-3,3,rodan-4,2,yellow_hatter,1,n/a,0
s_f_hanbei_takenaka-5,s_f_hanbei_takenaka-6,s_f_yukimura_sanada,10,s_f_tink,2,s_f_happy,30,n/a,0,n/a,0
legato-5,legato-6,s_f_shoki,10,s_f_tink,30,s_f_happy,2,n/a,0,n/a,0
cabir-5,cabir-6,little_humpty,1,lisa-3,3,nelson-4,2,blue_hatter,1,n/a,0
kevin_nikita-5,kevin_nikita-6,little_humpty,1,kevin_pulse_gun,50,n/a,0,n/a,0,n/a,0
poirot-5,poirot-6,little_humpty,1,the_orient,1,n/a,0,n/a,0,n/a,0
ibaraki-doji-5,ibaraki-doji-6,little_humpty,1,mikado-4,3,shizuka_gozen-4,2,yellow_hatter,1,n/a,0
fallen_uriel-5,fallen_uriel-6,ashley-3,1,n/a,0,n/a,0,n/a,0,n/a,0
fallen_gabrielle-5,fallen_gabrielle-6,unicorn-3,1,n/a,0,n/a,0,n/a,0,n/a,0
jerry_mech_joe-5,jerry_mech_joe-normal,awesome_arm_part,1,n/a,0,n/a,0,n/a,0,n/a,0
jerry_mech_joe-5,jerry_mech_joe-drill,drill_part,1,n/a,0,n/a,0,n/a,0,n/a,0
jerry_mech_joe-5,jerry_mech_joe-buster,joe_buster_part,1,n/a,0,n/a,0,n/a,0,n/a,0
jerry_mech_joe-normal,jerry_mech_joe-drill,drill_part,1,n/a,0,n/a,0,n/a,0,n/a,0
jerry_mech_joe-normal,jerry_mech_joe-buster,joe_buster_part,1,n/a,0,n/a,0,n/a,0,n/a,0
jerry_mech_joe-drill,jerry_mech_joe-normal,awesome_arm_part,1,n/a,0,n/a,0,n/a,0,n/a,0
jerry_mech_joe-drill,jerry_mech_joe-buster,joe_buster_part,1,n/a,0,n/a,0,n/a,0,n/a,0
jerry_mech_joe-buster,jerry_mech_joe-normal,awesome_arm_part,1,n/a,0,n/a,0,n/a,0,n/a,0
jerry_mech_joe-buster,jerry_mech_joe-drill,drill_part,1,n/a,0,n/a,0,n/a,0,n/a,0
dormouse-5,dormouse-6,rahu-3,1,lisa-3,1,dynamo_dormouse,1,n/a,0,n/a,0
akiko_yosano-5,akiko_yosano-6,rahu-3,1,n/a,0,n/a,0,n/a,0,n/a,0
hallucigenia-5,hallucigenia-6,ashley-3,1,n/a,0,n/a,0,n/a,0,n/a,0
isekai_baphomet-5,isekai_baphomet-6,ananta-4,1,hook-4,1,n/a,0,n/a,0,n/a,0
kumagusu-5,kumagusu-6,mikado-4,1,n/a,0,n/a,0,n/a,0,n/a,0
idol_pati_praline-5,idol_pati_praline-6,nue-3,1,n/a,0,n/a,0,n/a,0,n/a,0
idol_pati_praline-5,idol_pati_praline-ua,manager_sweet_box,1,nue-3,1,n/a,0,n/a,0,n/a,0
idol_pati_praline-6,idol_pati_praline-ua,manager_sweet_box,1,n/a,0,n/a,0,n/a,0,n/a,0
idol_pati_praline-ua,idol_pati_praline-6,green_caterpillar,1,n/a,0,n/a,0,n/a,0,n/a,0
nian_beast-5,nian_beast-6,little_humpty,1,woolfe-4,1,haydn_ogre-4,1,green_caterpillar,1,green_hatter,1
fahai-5,fahai-6,little_humpty,1,mikado-4,3,sugaru-4,2,yellow_hatter,1,n/a,0
crystal_nian_beast-5,crystal_nian_beast-6,little_humpty,1,nue-3,3,lionel-4,2,yellow_hatter,1,n/a,0
columbus-5,columbus-6,little_humpty,1,yuuya-4,3,humbaba-4,2,yellow_hatter,1,n/a,0
qin_dragon_boat-5,qin_dragon_boat-6,little_humpty,1,parvati-4,2,rodan-4,3,blue_hatter,1,n/a,0
hatsune_miku_v3-4,hatsune_miku_v3-5,yellow_hatter,1,winter_sports_miku-3,1,winter_sports_miku-3,1,winter_sports_miku-4,1,winter_sports_miku-4,1
hatsune_miku_v3-5,hatsune_miku_v3-6,little_humpty,1,ananta-4,3,snow_miku_2017-5,2,yellow_hha,1,n/a,0
izaya_orihara-5,izaya_orihara-6,aoba_kuronoma-4,2,masaomi_kida-4,3,little_humpty,1,n/a,0,n/a,0
anri_sonohara-5,anri_sonohara-6,aoba_kuronoma-4,3,masaomi_kida-4,2,little_humpty,1,n/a,0,n/a,0
sanrio_azazel-5,sanrio_azazel-6,little_humpty,1,hello_kitty_ribbon,4,mommy_apple_pie,4,n/a,0,n/a,0
colossal_titan-5,colossal_titan-6,little_humpty,1,female_titan-4,1,female_titan-4,1,armored_titan-4,1,armored_titan-4,1
snow_miku_2017-5,snow_miku_2017-6,little_humpty,1,terabell-4,2,mr_whale-4,3,green_hatter,1,n/a,0
kaito_hamelin-5,kaito_hamelin-6,little_humpty,1,blue_rabbit,1,blue_caterpillar,1,blue_hatter,1,n/a,0
rin_inaba-5,rin_inaba-6,little_humpty,1,yellow_rabbit,1,yellow_caterpillar,1,yellow_hatter,1,n/a,0
miku_murasaki_shikibu-5,miku_murasaki_shikibu-6,little_humpty,1,green_rabbit,1,green_caterpillar,1,green_hatter,1,n/a,0
valkyrie_cat-4,valkyrie_cat-5,cat,2,tank_cat,2,yellow_hatter,1,n/a,0,n/a,0
valkyrie_cat-5,valkyrie_cat-6,little_humpty,1,yellow_hatter,1,cat,2,tank_cat,3,n/a,0
bahamut_cat-5,bahamut_cat-6,little_humpty,1,axe_cat,3,gross_cat,2,blue_hatter,1,n/a,0
scar-5,scar-6,little_humpty,1,envy-5,3,pride-5,2,blue_hatter,1,n/a,0
ryuji_yamazaki-4,ryuji_yamazaki-5,silvere-4,2,kim_kaphwan-5,2,yellow_hatter,1,n/a,0,n/a,0
